Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
103	4.12	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
104	4.16	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
105	4.2	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
106	4.24	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
107	4.28	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
108	4.32	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
109	4.36	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
110	4.4	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
111	4.44	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
112	4.48	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
113	4.5200000000000005	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
114	4.5600000000000005	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
115	4.6000000000000005	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
116	4.640000000000001	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
117	4.680000000000001	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
118	4.720000000000001	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
119	4.760000000000001	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
120	4.800000000000001	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
121	4.84	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
122	4.88	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
123	4.92	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
124	4.96	1	Alfred Paper Boy and Darius open the doors and get out of the car. A man and woman walk away from the car.	Alfred Paper Boy is surprised	Alfred Paper Boy, Darius, Man, Woman	0	1	Really man?! Hey man!	Alfred Paper Boy	1	2	convenience store parking lot	1	Convenience store confrontation	
125	5.0	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
126	5.04	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
127	5.08	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
128	5.12	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
129	5.16	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
130	5.2	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
131	5.24	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
132	5.28	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
133	5.32	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
134	5.36	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
135	5.4	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
136	5.44	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
137	5.48	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
138	5.5200000000000005	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
139	5.5600000000000005	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
140	5.6000000000000005	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
141	5.640000000000001	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
142	5.680000000000001	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
143	5.720000000000001	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
144	5.760000000000001	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
145	5.800000000000001	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
146	5.840000000000001	1	Alfred Paper Boy steps out of the car, closes the door, and walks after the man and woman. Earn says his name from inside the car.	Alfred Paper Boy is angry	Alfred Paper Boy, Earn	0	1	"Alfred!" "Hey man, I'm gonna need some cash for this mirror, man!" "Alfred!"	Alfred Paper Boy, Earn	1	2	convenience store parking lot	1	Convenience store confrontation	
